Study Accession,Sample Accession or Sample ID,MDS1,MDS2,isHealthy
N5,SRR5279222,-0.32711413661803096,0.026918881278280866,False
PRJNA422434,SAMN00715241,-0.09203250589854436,-0.20278292234118284,True
PRJEB4336,SAMEA2152443,0.34504197474250176,-0.07922918611936523,False
PRJEB6997,SAMEA2737852,-0.00994590754972937,-0.3930837634857402,False
PRJEB11532,SAMEA3664690,-0.1464252403621549,0.072177022558192,True
PRJNA319574,SAMN06110055,-0.14765343013405086,-0.27522278008481277,True
V1,RHB_RAM_0066,-0.3161153802040564,0.07749351471153675,False
PRJNA389280,SAMN07424442,0.6766149641689707,0.24631972418819448,True
PRJEB11532,SAMEA3646768,0.24899942076262926,0.2065330507961494,True
PRJNA389280,SAMN07424523,-0.09517669524665517,-0.3362503392908591,False
PRJEB6337,SAMEA2581913,-0.059258040798728435,-0.17468743337435047,True
PRJEB11532,SAMEA3664820,0.23753719571938386,0.07159856848390853,True
PRJEB12123,SAMEA3708614,-0.40339260051631515,-0.0045579518146100515,True
PRJEB11532,SAMEA3665238,0.13581956220870878,0.11773698903682117,True
PRJNA48479,SAMN00035453,-0.12940345161193242,-0.23135925869157198,True
PRJNA373879,SAMN07535110,-0.021883678737070564,0.2388520464617296,True
PRJEB1220,SAMEA2042644,-0.27924437650483597,-0.15216883858727145,False
N4,SRR5275446,0.22454094404157937,0.2357718407165711,False
V1,RHB_RAM_0198,0.3248990726795413,-0.0822084759439299,False
PRJEB12123,SAMEA3708554,-0.13332816234488626,0.06208952900773278,True
N7,SAMN08814039,0.23953716085594912,-0.29192939045350796,False
PRJEB1786,SAMEA1906560,0.15695940699029218,0.13504752534427808,False
PRJEB6456,SAMEA2580021,0.09107931953344435,0.11135984813629364,True
PRJEB13870,SAMEA3951618,0.3326227177334379,0.34338997724643855,True
L1,SAMEA2582157,-0.33979360832731476,-0.3320159098772145,False
PRJNA328899,SAMN05414955,-0.024583445786166877,-0.2721683567839311,True
PRJEB12123,SAMEA3708529,-0.15064091953145076,-0.26579848796863587,False
PRJEB6070,SAMEA2467035,0.048309671095604724,0.1323455662234847,True
PRJEB7774,SAMEA3136684,0.2872304951477563,0.01911007509038409,False
N4,SRR5275432,-0.11862981046836422,-0.3534606646780023,False
PRJEB6456,SAMEA2580124,0.07595265331513364,0.14491299396125715,True
PRJNA328899,SAMN05414968,0.13890793796164008,0.28590244627152156,True
PRJNA422434,SAMN00791929,-0.26625018801552136,-0.024130465742001707,False
PRJNA389280,SAMN07424516,-0.06121680008193168,-0.22729096984215336,True
PRJEB1220,SAMEA2042200,0.38947896437066015,-0.3307917088866956,False
PRJNA319574,SAMN06110373,0.11939808363859859,0.23529014024077058,True
PRJEB12449,SAMEA3879588,-0.08478679306703382,-0.15474920302686637,True
PRJNA48479,SAMN00147938,-0.2256250367159051,0.004833450534901434,True
PRJEB11532,SAMEA3664726,0.279506222607588,-0.14854887224765326,True
PRJEB12123,SAMEA3708578,-0.02654695437533066,-0.04032973935715,True
N5,SRR5279281,0.02270157398875308,-0.13279489518240004,False
PRJEB6997,SAMEA2737793,-0.14440498730141813,-0.06685923839442788,True
PRJEB1220,SAMEA2042367,-0.007900351887077373,-0.31758836509161364,False
PRJNA319574,SAMN06110454,0.2785750728686396,0.28164351545421695,True
PRJEB1220,SAMEA2042659,0.42503662248891527,0.20565874825763628,False
PRJEB21528,SAMEA104142153,-0.3312935127019593,0.027250058346897622,True
PRJNA385949,SAMN07199828,-0.04539553890203514,0.18048505965751274,False
PRJNA305507,SAMN04329786,0.06499409036198339,-0.3971095947640605,True
PRJEB1220,SAMEA2042429,0.25487345703556824,-0.382194438268532,False
PRJEB21528,SAMEA104142365,-0.2821258868740879,-0.0361630072276374,True
PRJEB11532,SAMEA3665199,0.2515587129644246,0.2500639265825024,True
PRJEB1220,SAMEA2042564,0.24369402538253973,-0.046606312685184684,True
PRJEB12123,SAMEA3708488,0.06045309059033309,-0.21851179985700306,False
N1,SAMN07449069,0.03851865061123253,-0.6287121370157538,True
PRJDB3601,SAMD00036406,0.024124453321441894,0.5571763613796474,True
H1,SAMEA103958157,0.007547047046311212,-0.10569782798654212,True
PRJEB12123,SAMEA3708476,-0.03440558035340402,0.0072691293879278245,False
PRJNA48479,SAMN00035169,0.0914384798342324,-0.009154631774662123,True
PRJNA319574,SAMN06110195,-0.1157796533411738,0.4431099553795303,True
PRJEB11532,SAMEA3664643,0.009719811779797773,-0.0859047507111294,True
PRJNA48479,SAMN00044744,-0.009310230786856204,-0.08956412267265917,True
PRJEB1220,SAMEA1973207,0.2868239597984564,-0.20571444008442274,True
PRJEB12123,SAMEA3708610,-0.09499861962647355,-0.18275721987218965,True
PRJNA48479,SAMN00139709,-0.12709931710130007,-0.3339851735898355,True
PRJNA48479,SAMN00038409,0.3755862427314668,-0.05837846135814587,True
PRJEB12123,SAMEA3708570,-0.04006510084873679,-0.2257230213970715,True
N4,SRR5275409,0.11312643654104326,-0.05368130618668009,False
PRJEB4336,SAMEA2153852,0.04854597869415462,-0.03224093802779088,True
N1,SAMN07449052,-0.3129365730265418,-0.3869458118235535,True
PRJEB1786,SAMEA1906486,0.15167621447435356,0.06536697784046588,False
PRJNA278393,SAMN03418273,0.6450999752849936,-0.2015009433899847,True
PRJNA48479,SAMN00045227,0.4054992290166311,0.22499896994422405,True
PRJEB21528,SAMEA104142172,-0.1873458295406535,0.007026441597181357,False
PRJEB11532,SAMEA3664813,0.27330835404548887,0.12004514186453084,True
PRJNA422434,SAMN00791968,-0.09123114359545348,0.04582113399690193,True
N4,SRR5275439,0.166412322369783,0.1737577379647641,False
PRJNA422434,SAMN00715204,-0.331043064743304,0.13439123861018593,False
PRJNA422434,SAMN00715260,-0.22366095587126275,-0.033065309889987474,True
PRJEB1786,SAMEA1906438,-0.01750353202798671,0.3200657723794538,False
PRJNA319574,SAMN06110386,0.22695827037353178,0.21196692346925278,True
PRJEB1786,SAMEA1906482,-0.0202576790771804,0.2884238478102474,False
PRJEB11532,SAMEA3664876,-0.05712323849003328,0.08838185558758735,True
PRJEB1786,SAMEA1906569,0.2348881147612627,0.014430597601638137,True
PRJNA422434,SAMN00791964,-0.20378653909368263,-0.14807034485748555,True
PRJEB1220,SAMEA2042649,0.2773501533403839,-0.22021464857737524,False
PRJNA48479,SAMN00088832,0.044303727413251316,-0.5032138504314775,True
PRJEB6456,SAMEA2579916,-0.004153746057690376,0.352205960557528,True
N4,SRR5275436,-0.3012622965066739,-0.0902984856731428,False
PRJNA48479,SAMN00039531,-0.2855332888139301,-0.38505449486554494,True
PRJNA177201,SAMN01760976,0.12664038779684106,0.03301134369449878,True
PRJEB6070,SAMEA2466925,0.015028068694802726,-0.06700386832728729,False
PRJNA389280,SAMN07424369,-0.21689321720062527,-0.18240904813201914,False
PRJEB11532,SAMEA3664939,0.27156022422669984,-0.2106721528841102,True
PRJNA422434,SAMN00715216,0.14135287414478692,-0.2444640381545787,False
PRJEB1786,SAMEA1906436,0.2573329684281866,0.1646994610186727,False
PRJEB11532,SAMEA3664503,-0.025090193482216038,0.17455353064937953,True
PRJNA48479,SAMN00037656,-0.27519780002505556,-0.4855673321912103,True
PRJNA422434,SAMN00715206,-0.23759828940247607,0.07817678800248211,False
PRJEB6337,SAMEA2581971,-0.28238824368244286,-0.042592861844866214,True
C1,SRR3582143,0.11959551292476495,0.39437007091848475,False
PRJEB1690,SAMEA2055287,-0.30151584722306274,0.0025859333769402393,True
PRJNA319574,SAMN06110288,0.2366725972485006,0.08812208177077432,True
N7,SAMN08813968,0.08495399341451387,-0.18608812955868717,False
PRJEB6456,SAMEA2580264,0.14409050629493034,0.1451419901337881,True
PRJEB13870,SAMEA3951641,0.09802254329488182,-0.4779747947632501,True
N5,SRR5279311,0.31620058875638896,-0.5189846674308568,False
PRJEB21528,SAMEA104142333,-0.0870939389999384,0.0428721235031655,True
PRJEB21528,SAMEA104142137,-0.16767620733059366,0.1403970985880166,True
PRJEB7774,SAMEA3136662,0.22776619140039805,0.3360302677337599,False
PRJDB3601,SAMD00036402,0.27475270149320746,0.11714011162508256,True
PRJEB6997,SAMEA2737764,-0.12894111279287854,0.11144309831962021,False
PRJNA278393,SAMN03418277,0.6151263286484812,-0.39599067154704864,True
PRJEB1786,SAMEA1906419,0.05318774194163408,0.3903808901503712,False
PRJEB11532,SAMEA3664619,-0.05991640236791214,0.1824949267863696,True
PRJEB1220,SAMEA2042199,0.2320411781299415,-0.23980767179652474,True
N7,SAMN08813983,0.1198861109207763,-0.2632823745783666,False
PRJEB6337,SAMEA2581975,-0.3512615142663228,-0.029363872495936034,True
PRJEB6337,SAMEA2581922,-0.01808194086142284,-0.35090157373963304,True
PRJEB6070,SAMEA2466985,0.3529115540577084,0.0847786496862227,True
PRJEB21528,SAMEA104142114,-0.008234526777623234,-0.09951591597052153,False
PRJEB7774,SAMEA3178939,0.1445946714384503,0.02539553968005729,True
PRJNA422434,SAMN00715213,-0.3703822533348243,0.061023074333407715,False
PRJEB7774,SAMEA3136708,-0.2891806976157636,-0.42579890597359904,False
PRJNA319574,SAMN06110466,0.13704592893422682,0.1480259856359655,True
PRJEB4336,SAMEA2144555,0.0439285355528335,-0.09279718335305888,False
PRJEB4336,SAMEA2155134,0.10181567523386818,0.0366793293985111,True
PRJEB1220,SAMEA2042395,0.19106777595089638,0.2731876187038289,False
PRJNA48479,SAMN00045881,0.06553668924540172,-0.6091672997184815,True
PRJEB6456,SAMEA2580072,0.08514776805461693,0.15546742994288207,True
PRJNA305507,SAMN04329763,0.31882662898194836,-0.13633137181646734,True
PRJNA319574,SAMN06110343,0.17213982074988107,0.06578611222136109,True
N5,SRR5279224,-0.06796815361796232,-0.06790286714607005,False
PRJEB6456,SAMEA2580292,0.04289652848816175,0.3266045272268057,True
PRJNA290729,SAMN03922451,0.15060564011869262,-0.43888523665697315,False
PRJNA319574,SAMN06110232,0.29762740308825225,0.02285101378562851,True
PRJEB1220,SAMEA2042510,0.06529378913896358,0.10924766810860084,False
PRJEB12123,SAMEA3708561,-0.0937201938807569,0.050886772282796484,True
PRJEB1220,SAMEA2042500,0.2972401539665489,-0.1943849389207591,False
PRJNA48479,SAMN00037735,0.20682853518781116,0.3532246881288991,True
PRJEB6070,SAMEA2466980,-0.03153960721365149,0.2935993787936361,True
PRJEB6997,SAMEA2737873,0.32050307384306104,-0.28686344810548703,True
V1,RHB_RAM_0017,0.06788502948810766,0.2165767151641642,False
PRJEB6997,SAMEA2737867,-0.03595817332928235,0.016674459764123947,True
PRJEB1786,SAMEA1906537,-0.08443523730849742,0.19759321663437968,False
PRJEB1220,SAMEA1967055,-0.08831808864901587,-0.13797965542364016,False
PRJEB4336,SAMEA2150168,-0.1785538228268049,0.084666205314213,False
PRJNA319574,SAMN06110324,0.26127453512796645,-0.023033547487932238,True
PRJNA268964,SAMN03283253,-0.2394411353874052,0.19919300965494924,True
PRJNA389280,SAMN07424259,-0.09594738021630678,-0.08560854406761864,False
N1,SAMN07449008,-0.6606219748669468,-0.39955411581744277,True
PRJEB11532,SAMEA3664518,-0.08881055628712038,0.06101380219236412,True
PRJNA278393,SAMN03418284,0.2787759650555727,0.08617954392628414,True
N1,SAMN07449007,0.16258292527793378,-0.4332258777412841,True
PRJEB6070,SAMEA2467024,0.3118585773449278,-0.1763177518809972,True
PRJEB1220,SAMEA2042980,-0.05406997208124399,0.07147087521946932,False
PRJNA48479,SAMN00073365,0.2701855769259087,-0.35047208865145046,True
PRJEB12123,SAMEA3708466,-0.1159723811107363,-0.2296443574728199,False
PRJNA319574,SAMN06110017,0.08893202620580476,0.346836453172177,True
PRJNA48479,SAMN00070761,0.01188553009398017,-0.18450243083228882,True
PRJEB15371,SAMEA4431949,-0.32854673331867384,0.1316644218534957,False
PRJNA290729,SAMN03922458,-0.0473250080980896,-0.2442428942518247,False
PRJEB6337,SAMEA2582002,0.028169331597652926,-0.3447442103346086,True
N8,SAMEA4817932,0.11764833504371261,-0.00562987001867453,True
PRJEB12123,SAMEA3708572,-0.0008071479143936951,-0.16644958949297792,True
PRJEB1786,SAMEA1906557,0.27965333731269004,0.09198680625915653,False
PRJEB21528,SAMEA104142349,-0.17128290787072398,-0.23725314496648878,True
PRJNA422434,SAMN00791945,-0.17128490692995582,-0.2372508852185776,True
N5,SRR5279247,-0.3299693060291273,0.1143515883227862,False
PRJEB11532,SAMEA3664710,-0.38736295970176726,0.025050160956746687,True
PRJEB8094,SAMEA3182058,0.15527116157546395,-0.3645163049043276,False
PRJEB4336,SAMEA2142970,-0.03289333345961188,-0.02462193503396552,False
PRJEB6456,SAMEA2579929,-0.03913140143427296,0.28292445951633366,True
PRJNA422434,SAMN00791923,-0.4698267289116477,0.20134569975892813,False
PRJNA48479,SAMN00040286,0.1592742780123666,-0.07979196341095433,True
PRJNA319574,SAMN06110098,0.3811719689404405,0.10919058465386822,True
PRJNA328899,SAMN05414993,0.34667489962391235,-0.1948642693354234,True
PRJEB6070,SAMEA2466937,0.16255431679752247,-0.1026484345761894,False
PRJEB1786,SAMEA1906570,0.32775812579312164,0.05116338392128676,False
PRJEB6997,SAMEA2737716,-0.13115524584556554,-0.08713742251249065,False
PRJNA48479,SAMN00078732,0.22219213103449373,0.404346596761236,True
PRJNA422434,SAMN00792042,-0.269192514888578,-0.06695094110463845,False
N8,SAMEA4817908,0.27781445929552945,0.26915246665406395,True
PRJEB4336,SAMEA2144223,0.1429184506136848,-0.15982307864675874,False
PRJEB6337,SAMEA2581918,0.01535558170135334,-0.2813998933444425,True
PRJEB13870,SAMEA3951613,-0.06802875145682165,-0.25280686033582905,True
PRJNA319574,SAMN06110264,0.2533069573174498,0.19909121975187094,True
PRJEB4336,SAMEA2143863,0.1769749147425268,-0.07427078254392457,False
PRJNA48479,SAMN00032708,-0.015272701695951216,-0.14827858405658104,True
PRJEB11532,SAMEA3664526,0.335745668006529,-0.12397137850959178,True
PRJEB12123,SAMEA3708608,-0.07721597520716308,-0.048675763807487143,True
PRJNA422434,SAMN00715181,0.09636443992896085,-0.47138097215944097,True
PRJNA319574,SAMN06110215,0.14613743062199863,0.33032746395776935,True
PRJEB11532,SAMEA3665191,0.1950350617368348,-0.28465373409176686,True
PRJEB1220,SAMEA2042993,-0.0700045843649398,0.37196145116203116,False
PRJEB7774,SAMEA3136672,-0.12246991663814895,-0.2754580132842038,True
PRJEB1220,SAMEA2042604,0.30212882603698665,-0.021347647367401405,False
PRJEB6456,SAMEA2580080,-0.0839011207120892,0.16378417242485413,True
PRJNA422434,SAMN00715133,0.041288027801489095,-0.0989042555170787,False
N1,SAMN07448997,-0.41023137319353997,-0.6337640123188265,True
PRJEB6070,SAMEA2467010,0.08774892804218487,-0.21392411709828715,True
PRJNA48479,SAMN00040485,0.2784899930234332,-0.3667763767006743,True
N7,SAMN08814022,-0.08834274148303273,-0.23332045880709903,False
L1,SAMEA2582179,0.2061966834154731,-0.19792724289032518,False
PRJNA328899,SAMN05414921,0.5414630456669882,0.16162371058190939,True
PRJNA328899,SAMN05414931,0.31036115680159493,-0.008101933904060547,True
PRJEB12123,SAMEA3708495,-0.0967868390670335,-0.007209947404302297,False
PRJEB4336,SAMEA2153397,0.0772854323413743,-0.05722864046167345,False
PRJEB11532,SAMEA3664823,0.20860406263111475,0.18244035658358396,True
PRJEB6997,SAMEA2737681,-0.08223140311976032,0.11733401458010703,True
PRJNA422434,SAMN00792054,-0.2510549060275698,-0.08289023651675613,False
N5,SRR5279235,0.3761623735248054,0.19553325563666085,False
H1,SAMEA103958145,-0.39190565516308606,-0.12791870315673734,True
N8,SAMEA4817941,0.07512337548050375,-0.10776506736431882,True
PRJNA319574,SAMN06110399,0.3015457521899997,-0.04394840036517216,True
PRJNA48479,SAMN00035531,-0.11955483606314672,-0.43720853370829166,True
PRJEB11532,SAMEA3664609,-0.013734866045034625,-0.04244339130205092,True
N1,SAMN07448976,0.5704553407724823,0.1941466959894836,True
PRJNA48479,SAMN00042437,-0.07920160046788859,-0.6030241780338036,True
N1,SAMN07448999,0.7057199368875818,-0.18956659356678848,True
PRJEB6337,SAMEA2581881,-0.2790199579965795,-0.20795776880934355,True
PRJNA319574,SAMN06110349,0.3074927945786741,0.014118451617756227,True
PRJNA319574,SAMN06110327,0.2247633003356694,0.05778109706989633,True
PRJNA319574,SAMN06110352,0.3300239918568607,0.013166423450410627,True
PRJEB6997,SAMEA2737848,-0.15200158465839358,-0.06872021667533584,False
N7,SAMN08813990,0.24834971635384495,-0.37034087814013644,False
PRJEB12449,SAMEA3879571,0.035085116216177006,-0.1568647292425656,True
PRJNA319574,SAMN06110397,0.17576131050171026,0.1071636352416909,True
PRJEB1220,SAMEA2042579,-0.09946353573870063,0.02569252542482355,False
PRJNA48479,SAMN00045606,-0.06372205510808575,-0.43621339964792977,True
PRJEB4336,SAMEA2155255,0.038582523016589265,0.040704893206203435,True
PRJEB6070,SAMEA2467061,0.2544055927143611,-0.036817499832702764,False
PRJNA305507,SAMN04329772,-0.23212681832746665,-0.1289007459642329,True
PRJEB1220,SAMEA2042662,0.3884567729907317,-0.0554901271205474,True
PRJEB11532,SAMEA3664715,-0.06141496280668766,-0.04933614670772835,True
PRJEB21528,SAMEA104142229,-0.2911880269742422,0.0345964805428877,True
PRJNA268964,SAMN03283284,0.5523831200644739,0.04340005522690739,True
PRJNA177201,SAMN01760945,0.19703193856850126,-0.20228519862495734,False
PRJEB12123,SAMEA3708607,-0.01784000696409909,0.2886059998142276,True
PRJEB1220,SAMEA2042911,0.12034164239001048,0.2502383845984269,False
PRJEB7774,SAMEA3136671,0.24069498232790693,0.15541799284684496,True
PRJEB4336,SAMEA1964687,-0.21539909778583272,-0.18782175685923802,False
PRJNA319574,SAMN06110228,0.32819171047898843,-0.14490612377154502,True
PRJNA328899,SAMN05414997,-0.06060958643360023,-0.09482287031346408,True
PRJNA305507,SAMN04329764,0.1630753725104888,-0.11618992161454843,True
PRJEB11532,SAMEA3664968,-0.12415480499496512,-0.25221630261729916,True
PRJEB11532,SAMEA3664951,-0.14226826879552926,-0.08290881586636295,True
PRJDB3601,SAMD00036430,-0.44700136278017144,0.14063597741714265,True
PRJNA177201,SAMN01760937,0.07547669984297924,-0.08254615575728001,True
PRJNA278393,SAMN03418266,0.5962965311589881,-0.17552377830752924,True
PRJEB12449,SAMEA3879573,0.1313644228255342,-0.11143052679561401,False
PRJNA278393,SAMN03418279,0.41227064622439563,-0.03534738876005488,True
PRJEB1220,SAMEA2042427,0.28912770281236283,-0.21108053791935366,False
PRJEB4336,SAMEA2155512,0.24594165393405146,-0.09924830771089951,False
PRJNA48479,SAMN00045293,0.0324203293438502,-0.4246634758528607,True
PRJNA48479,SAMN00070035,-0.002275455802229684,-0.5141326440623897,True
PRJNA305507,SAMN04329781,0.1471062507042344,-0.3878589798158576,True
PRJNA268964,SAMN03283282,0.44668541487929136,0.34787564394317794,False
PRJEB11532,SAMEA3664549,-0.01859321962816116,0.10920580749964366,True
PRJEB1786,SAMEA1906581,0.13742791362976237,-0.05328884307301785,False
PRJNA422434,SAMN00715179,-0.018200139025882214,-0.3009610076260521,False
PRJEB6997,SAMEA2737841,-0.10555209043044658,0.13765105734220334,True
N7,SAMN08813971,0.342474257478967,0.051182051447212426,False
PRJEB21528,SAMEA104142159,-0.32899369328679534,0.011343304521976107,False
PRJEB12123,SAMEA3708710,0.03090360549213056,0.023002416338423842,True
PRJNA48479,SAMN00037274,-0.09272833855798289,-0.38090619187938723,True
PRJEB11532,SAMEA3646687,-0.3930538883429879,-0.016301108705206582,True
L1,SAMEA2582065,-0.2735080892464736,-0.14190364318605403,False
PRJEB12123,SAMEA3708590,-0.25802363379854115,0.15410642139867875,True
PRJNA48479,SAMN00143093,0.10037656647190935,-0.3272327115529627,True
PRJEB8094,SAMEA3182048,0.5050552187164056,0.23639521580839995,False
PRJNA373879,SAMN07533679,0.23878666050025651,-0.21123323688261142,True
PRJNA319574,SAMN06110013,0.2297765755763921,-0.13805913545260587,True
PRJNA268964,SAMN03283251,0.023714150053816406,-0.0705020376337506,True
N1,SAMN07449068,0.49451284050764055,-0.42224543186990887,True
PRJNA328899,SAMN05414913,0.3218950369106715,-0.13042202778533185,True
PRJNA319574,SAMN06110064,0.17028184163995647,0.0061777186046092026,True
PRJEB11532,SAMEA3664759,0.1669310100801184,-0.12157376578066154,True
PRJNA48479,SAMN00042702,0.017292789586611977,-0.3483035123946016,True
PRJEB1220,SAMEA2042115,-0.06211403569885031,0.10876443069560118,True
PRJEB1786,SAMEA1906574,0.10298919336833935,0.2815928130412876,False
PRJNA278393,SAMN03418280,0.48194347619040834,-0.10060584364456905,True
PRJEB1220,SAMEA2041926,0.3118454866333235,0.1923382136505819,False
PRJEB12123,SAMEA3708599,0.06749846094296814,-0.21834668747790825,True
PRJEB1220,SAMEA2042009,0.12357108832706015,-0.15310799308184622,True
PRJNA48479,SAMN00032521,0.04708212626878163,-0.315616424547645,True
PRJEB12123,SAMEA3708563,-0.053574945512017684,-0.14500008051845142,True
PRJNA48479,SAMN00043827,0.06884586911581367,-0.17431367091653438,True
PRJNA319574,SAMN06110155,0.27733895386165636,0.055427843231294086,True
PRJEB6070,SAMEA2467030,0.35172358008577587,0.16550954392524136,True
PRJNA319574,SAMN06110348,0.14683433329330117,-0.31350145610493585,True
PRJEB12449,SAMEA3879507,0.11747343394452589,0.09442035927045733,False
PRJEB6337,SAMEA2581928,-0.11363101164177508,-0.10387982176000546,True
PRJEB1220,SAMEA2042554,0.20952153087987682,-0.23473604982771762,False
PRJNA278393,SAMN03418264,0.6204030354922127,0.026685144442327273,True
PRJNA48479,SAMN00097954,0.07039224593824472,-0.5069118571132387,True
N1,SAMN07448995,0.3904345945226637,-0.5105473143949353,True
PRJEB6337,SAMEA2581911,-0.03569912127368265,-0.13995868353882188,True
PRJEB7774,SAMEA3178943,-0.028165217229823715,0.060664525221348,True
PRJEB11532,SAMEA3664669,-0.0796124524374045,0.15817688206854577,True
PRJDB3601,SAMD00036434,-0.04710201653486069,0.4645259412099916,True
PRJEB21528,SAMEA104142132,-0.16109641398724328,0.004304561591459682,True
PRJEB11532,SAMEA3664539,-0.09866694395711167,-0.2257671949155087,True
PRJEB1786,SAMEA1906445,0.29700671834785697,-0.0822809763826779,False
PRJEB1786,SAMEA1906538,0.26900659658911213,0.11842161584953594,False
PRJNA422434,SAMN00715153,0.37120889491220405,-0.04524576664087138,False
PRJNA319574,SAMN06110081,0.30204184800769723,-0.03144094316947394,True
PRJEB12123,SAMEA3708592,0.29554282995734316,0.08595168355122983,True
N5,SRR5279241,-0.0044169318785861975,-0.049602464989334155,False
PRJNA290729,SAMN03922461,0.16464798666333813,-0.39956869506910364,False
PRJEB6337,SAMEA2581939,-0.046233215749364044,-0.27856141105907756,True
PRJNA319574,SAMN06110278,0.2264425330022445,-0.062013642801056146,True
PRJNA319574,SAMN06110123,0.3378168131772604,-0.05537702413916245,True
PRJEB1220,SAMEA2041933,0.02350531401671339,-0.18697640244215855,True
PRJEB1220,SAMEA2042614,0.17505751457623403,-0.23800151248141296,False
PRJEB11532,SAMEA3664929,-0.05271725730442216,-0.15901760088385486,True
PRJNA319574,SAMN06110203,0.3744318639257833,0.07237359744444664,True
PRJEB6337,SAMEA2581951,0.01857463643814648,0.049977965148345876,True
PRJNA48479,SAMN00139730,-0.02327175162320471,-0.5005274335573735,True
PRJEB19090,SAMEA53401918,0.018428926793931048,-0.4086708645502968,True
PRJEB6070,SAMEA2467058,0.14484431574386203,-0.059813067610902985,False
L1,SAMEA2582178,-0.23168278587788319,-0.6261793263088042,False
PRJNA48479,SAMN00043289,0.18449879338388736,0.08836369590486992,True
PRJNA319574,SAMN06110328,0.12659264343877144,0.1791769831234361,True
PRJEB1220,SAMEA2042658,0.3680940936698433,-0.15032669730372197,False
PRJNA48479,SAMN00095238,-0.3843211093854791,0.12051713708816948,True
PRJEB12449,SAMEA3879583,-0.20798839767425475,0.0030721326148915426,False
N7,SAMN08813982,-0.06751972122202494,-0.3175165022992851,False
PRJEB6337,SAMEA2581931,-0.0007646078094851234,-0.1262925871087732,True
PRJNA48479,SAMN00075542,0.5880346908707077,0.08982121226509986,True
PRJEB12449,SAMEA3879542,0.10347453107868568,0.013564498680572627,True
PRJEB1220,SAMEA2042607,0.10045088228837142,-0.11255084580563504,False
PRJNA278393,SAMN03418271,0.33952390401556476,-0.6875067787318054,True
PRJEB11532,SAMEA3646728,-0.035369901454487644,0.034242229086175864,True
PRJEB4336,SAMEA2159162,0.08951013189434595,0.09552083449250942,False
C1,SRR3582173,0.5485849940102019,-0.18281480179041854,False
PRJEB11532,SAMEA3646695,0.18269435926950278,-0.2223975326188645,True
PRJNA319574,SAMN06110142,0.2395972104024371,-0.21071289421677136,True
PRJNA319574,SAMN06110276,0.13569969420619254,0.11210131817963546,True
PRJNA48479,SAMN00084528,0.1500901786787578,-0.278367655731141,True
PRJNA422434,SAMN00715169,0.049693259995261224,-0.2439185597626542,False
PRJEB11532,SAMEA3665251,-0.1581186735016886,-0.039514993562632064,True
PRJNA48479,SAMN00032676,0.014375844266355313,-0.31552512888492745,True
V1,RHB_RAM_0108,0.012700863736752416,-0.14042694599004124,False
PRJEB11532,SAMEA3665035,0.15186907181514017,-0.34013120932309215,True
PRJNA48479,SAMN00044801,0.035427453380669535,-0.33018526370813767,True
PRJEB6337,SAMEA2581894,-0.2543034995052818,-0.14657889851844252,True
PRJEB1786,SAMEA1906494,0.3149119890527084,0.08850953905599089,False
PRJEB6997,SAMEA2737802,-0.04115242106940809,-0.0721864979964674,True
PRJNA422434,SAMN00715255,-0.10390063330529281,-0.0025885885319501026,True
PRJEB6070,SAMEA2466908,0.27069321846692257,0.17323579282979662,False
PRJEB11532,SAMEA3646770,0.12927187825391126,-0.24674692196518994,True
PRJEB11532,SAMEA3664547,0.25913288548780145,-0.06730764405478554,True
N1,SAMN07449070,0.2748224330229674,-0.43840462968147503,True
PRJEB8094,SAMEA3182062,0.1500797354538801,-0.25848765659358197,True
PRJEB11532,SAMEA3664775,-0.1154445409868261,0.07195381583613811,True
PRJEB6337,SAMEA2581965,-0.10904109557234236,-0.25209518729962427,True
PRJNA319574,SAMN06110170,0.2734260982275313,0.1294061222847284,True
PRJNA48479,SAMN00087502,-0.22624084545635198,-0.3483443244209816,True
PRJEB6070,SAMEA2466898,0.21923645188803684,-0.2081053310664847,True
N8,SAMEA4817971,-0.06021790531183019,-0.2569410383155897,False
PRJEB12123,SAMEA3708460,-0.09867668284755991,0.023521085588199195,False
PRJNA319574,SAMN06110433,-0.03605555955475702,0.106027303212783,True
PRJNA305507,SAMN04329776,-0.09674633930012862,-0.034305208585937476,True
PRJEB6456,SAMEA2579950,-0.004680997319427098,0.1620909667789964,True
PRJDB3601,SAMD00036398,-0.21290151958637862,-0.16247055693553902,True
PRJNA268964,SAMN03283276,0.40895616298543785,-0.006624328879527641,False
PRJNA328899,SAMN05414979,0.25299116605847377,-0.2607564224439795,True
PRJEB6337,SAMEA2581985,0.23338698738910707,-0.4675467684225154,False
PRJNA319574,SAMN06110204,0.4515002972964892,0.28719790668381057,True
PRJNA422434,SAMN00792027,0.015570616692308602,0.07708576953753968,False
PRJEB6070,SAMEA2467011,-0.35949548903318634,0.25378623004279544,True
PRJNA48479,SAMN00085508,0.18468724671565773,-0.3898395986975976,True
PRJNA48479,SAMN00037313,-0.09000673637417055,-0.12827878743730162,True
PRJEB10878,SAMEA3541481,-0.19475213082795637,-0.048668375765811074,False
PRJEB4336,SAMEA2156850,0.16593418297889187,0.061501649227340666,True
PRJEB12123,SAMEA3708594,0.3239792085428126,-0.05584753995199535,True
PRJEB6456,SAMEA2579925,-0.308005221922987,0.1291207814247581,True
PRJEB11532,SAMEA3664838,0.17990170117236035,0.010906668281185682,True
